,Latitude,Longitude,magnitude
3008,41.909705861,-87.643392851,23.0
3009,41.980167985,-87.906701813,26.0
3010,41.815664722,-87.616765357,10.0
3011,41.88817016,-87.629547745,8.0
3012,41.976290414,-87.905227221,19.0
3013,41.933223892,-87.645226923,23.0
3014,41.967046826,-87.670028987,6.0
3015,41.794645738,-87.62597318,17.0
3016,41.777070698,-87.67384534,9.0
3017,41.873613214,-87.712060461,8.0
3018,41.756859457,-87.555473236,10.0
3019,41.901680889,-87.628345154,17.0
3020,41.885674771,-87.664294079,26.0
3021,41.924835846,-87.64631657,9.0
3022,41.903927738,-87.629576757,5.0
3023,41.68580425,-87.707947072,7.0
3024,41.943108594,-87.649366085,8.0
3025,41.942485546,-87.665192817,17.0
3026,41.901073698,-87.63136393,16.0
3027,41.75079721,-87.574749466,19.0
3028,41.839037672,-87.613697313,26.0
3029,41.713930842,-87.533173037,6.0
3030,41.896011332,-87.634185138,25.0
3031,41.979006297,-87.906463155,18.0
3032,41.673471851,-87.636953738,26.0
3033,41.881441785,-87.667837814,36.0
3034,41.96939808,-87.682885883,20.0
3035,41.883164972,-87.7698613,39.0
3036,41.891051707,-87.63405559,30.0
3037,41.905046862,-87.669109892,24.0
3038,41.938999598,-87.650597172,33.0
3039,41.940573534,-87.644416473,13.0
3040,41.748767527,-87.562544637,11.0
3041,41.764209765,-87.649242442,7.0
3042,41.923672617,-87.786301606,11.0
3043,41.901794019,-87.627998616,9.0
3044,41.728432172,-87.625223657,21.0
3045,41.81720166,-87.639133358,33.0
3046,41.881688266,-87.652768298,22.0
3047,41.952934035,-87.785099313,17.0
3048,41.982161273,-87.668500261,18.0
3049,41.933002942,-87.659330743,12.0
3050,41.734547924,-87.585594973,7.0
3051,41.891023035,-87.619141016,6.0
3052,41.890032158,-87.773447912,11.0
3053,41.916071666,-87.706927548,19.0
3054,41.793722578,-87.692182808,24.0
3055,41.735752519,-87.625429032,21.0
3056,41.742710224,-87.634088181,21.0
3057,41.796005609,-87.620879042,25.0
3058,41.796005609,-87.620879042,12.0
3059,41.744075668,-87.596136619,17.0
3060,41.758267684,-87.590788058,28.0
3061,41.993015414,-87.656902805,23.0
3062,41.873415094,-87.70590492,30.0
3063,41.884313542,-87.659585663,19.0
3064,41.907534987,-87.665171649,23.0
3065,41.918431595,-87.690032129,23.0
3066,41.851718091,-87.709262596,21.0
3067,41.853974346,-87.620687551,22.0
3068,41.852882701,-87.635528609,23.0
3069,41.808833439,-87.622824022,21.0
3070,41.866993033,-87.656984681,20.0
3071,41.979251257,-87.668298831,22.0
3072,41.889280262,-87.627545004,23.0
3073,41.792697215,-87.606181304,29.0
3074,41.963070794,-87.655984213,14.0
3075,41.968816304,-87.674702715,27.0
3076,41.808981361,-87.606551046,13.0
3077,41.924383963,-87.641441513,25.0
3078,41.90977667,-87.676526004,20.0
3079,41.761286626,-87.662662857,17.0
3080,41.765698047,-87.722438871,32.0
3081,41.85158028,-87.658677656,13.0
3082,41.800499625,-87.58741434,26.0
3083,41.884311983,-87.659787657,34.0
3084,41.688610361,-87.609536712,27.0
3085,41.890123156,-87.644789891,34.0
3086,41.881262573,-87.680119369,27.0
3087,41.748321632,-87.619691506,23.0
3088,41.80336666,-87.751598929,27.0
3089,41.953200786,-87.765454599,10.0
3090,41.852868298,-87.63091491,17.0
3091,41.893324213,-87.668287443,13.0
3092,41.883113166,-87.746906396,21.0
3093,41.884371338,-87.674274396,28.0
3094,41.977067232,-87.885851722,31.0
3095,41.798639747,-87.604632486,20.0
3096,41.92791128,-87.639786474,28.0
3097,41.939104176,-87.647883558,32.0
3098,41.776971369,-87.660501387,25.0
3099,41.910377001,-87.631871862,25.0
3100,41.900767115,-87.627014461,19.0
3101,41.929743818,-87.684273777,20.0
3102,41.774629246,-87.699367862,14.0
3103,41.812579042,-87.624547045,6.0
3104,41.754592961,-87.741528537,12.0
3105,41.880966228,-87.706719713,8.0
3106,41.892816145,-87.624193198,32.0
3107,41.919608346,-87.767042239,24.0
3108,41.967118609,-87.719440929,21.0
3109,41.88106593,-87.632339422,27.0
3110,41.801845606,-87.711136792,18.0
3111,41.697872965,-87.710818115,25.0
3112,41.811421161,-87.696749283,33.0
3113,41.994403408,-87.684860598,17.0
3114,41.918646522,-87.64613311,20.0
3115,41.94587698,-87.807027545,28.0
3116,41.753472367,-87.634370853,18.0
3117,41.97744068,-87.83971247,13.0
3118,41.750638505,-87.614956708,4.0
3119,41.816548698,-87.622558996,3.0
3120,41.997544797,-87.700467444,9.0
3121,41.692833841,-87.60431945,17.0
3122,41.949598744,-87.807158679,15.0
3123,41.725589111,-87.558055832,16.0
3124,41.780415657,-87.605608794,24.0
3125,41.892433365,-87.702016646,26.0
3126,41.781353265,-87.635083754,39.0
3127,41.9646299,-87.656982534,15.0
3128,41.874029235,-87.677318051,31.0
3129,41.884484068,-87.623213022,13.0
3130,41.849922824,-87.673332483,13.0
3131,41.952184675,-87.74728465,8.0
3132,41.685068588,-87.643184156,17.0
3133,42.01940276,-87.675664024,24.0
3134,41.896637081,-87.68810952,18.0
3135,41.893374793,-87.621784977,14.0
3136,41.799342386,-87.72333704,18.0
3137,41.910857665,-87.651995629,25.0
3138,41.887216076,-87.755620452,28.0
3139,41.976406369,-87.654379225,18.0
3140,41.979006297,-87.906463155,20.0
3141,41.736108351,-87.629297838,28.0
3142,42.001934333,-87.699758031,24.0
3143,41.876584216,-87.760423586,30.0
3144,41.93872052,-87.755203594,32.0
3145,41.774108322,-87.597273886,23.0
3146,41.880966228,-87.706719713,24.0
3147,41.702732531,-87.53493048,28.0
3148,41.88489739,-87.766676821,37.0
3149,41.938719519,-87.642312019,22.0
3150,41.699982238,-87.681415277,26.0
3151,41.983163661,-87.690311456,15.0
3152,41.746844986,-87.589373289,27.0
3153,41.77113044,-87.571544262,19.0
3154,41.725495787,-87.558053291,18.0
3155,41.956875902,-87.797554615,22.0
3156,41.979006297,-87.906463155,12.0
3157,41.722459334,-87.657843189,11.0
3158,41.976214901,-87.768471779,12.0
3159,41.875158002,-87.70596131,6.0
3160,41.997544797,-87.700467444,7.0
3161,41.722793717,-87.680078484,6.0
3162,41.924657953,-87.712410656,28.0
3163,41.890396818,-87.767781443,21.0
3164,41.883500187,-87.627876698,27.0
3165,41.733775296,-87.59171871,24.0
3166,41.926404101,-87.792881805,24.0
3167,41.968028472,-87.669419431,16.0
3168,41.918646522,-87.64613311,11.0
3169,41.938417314,-87.823870971,8.0
3170,41.989910601,-87.819752741,15.0
3171,41.910049472,-87.712236304,5.0
3172,41.873976235,-87.631675207,7.0
3173,41.965762691,-87.663909062,7.0
3174,41.885882002,-87.66077741,13.0
3175,41.773618214,-87.640706992,31.0
3176,41.994304679,-87.723939917,29.0
3177,41.652741149,-87.548384382,15.0
3178,41.778047465,-87.586387726,9.0
3179,41.965200262,-87.741359431,5.0
3180,41.969107389,-87.653552149,11.0
3181,41.883500187,-87.627876698,6.0
3182,41.807499342,-87.590234482,11.0
3183,41.873282241,-87.738173159,13.0
3184,41.922828702,-87.712623143,27.0
3185,41.942340471,-87.776364792,22.0
3186,41.99284003,-87.718932643,19.0
3187,41.759350096,-87.61514544,20.0
3188,41.895218943,-87.663301949,25.0
3189,41.866331725,-87.666379171,16.0
3190,41.885487535,-87.726422045,35.0
3191,41.750744009,-87.549247457,4.0
3192,41.996173654,-87.72397359,7.0
3193,41.744016571,-87.546669022,13.0
3194,41.934846169,-87.639373224,34.0
3195,41.794672085,-87.623570871,14.0
3196,41.777419852,-87.795633983,12.0
3197,41.966490214,-87.721502434,10.0
3198,41.852565094,-87.713644303,3.0
3199,41.90447393,-87.62869647,4.0
3200,41.898744748,-87.657590063,7.0
3201,41.943660538,-87.722426491,10.0
3202,41.812214058,-87.619672355,15.0
3203,41.945627364,-87.656705562,21.0
3204,41.681860065,-87.639927388,21.0
3205,41.684809877,-87.642147208,12.0
3206,41.847609583,-87.711222061,17.0
3207,41.752738627,-87.566249896,19.0
3208,41.704735933,-87.62226841,30.0
3209,41.817522005,-87.601868853,21.0
3210,41.818717311,-87.60211205,12.0
3211,41.798945082,-87.648920816,12.0
3212,41.908543264,-87.649977652,7.0
3213,41.867163711,-87.718595506,8.0
3214,41.891653037,-87.62917162,10.0
3215,41.893194102,-87.675715277,22.0
3216,41.916953399,-87.744421558,36.0
3217,41.89802033,-87.655272618,14.0
3218,41.892628411,-87.63115524,26.0
3219,41.977190713,-87.761041616,41.0
3220,41.856688363,-87.694366079,21.0
3221,41.751131272,-87.714745469,24.0
3222,41.883500187,-87.627876698,28.0
3223,41.97112743,-87.71832866,25.0
3224,41.828413768,-87.619275977,30.0
3225,41.95119653,-87.777592744,25.0
3226,41.889179863,-87.633110109,24.0
3227,41.953698117,-87.724348944,23.0
3228,41.95754413,-87.681131408,29.0
3229,41.942556822,-87.712604593,23.0
3230,41.851912036,-87.694622835,24.0
3231,41.88030381,-87.636978269,22.0
3232,41.903318247,-87.669153523,18.0
3233,41.909879125,-87.676686601,31.0
3234,41.884650262,-87.627915459,32.0
3235,41.818717311,-87.60211205,24.0
3236,41.866341527,-87.711154301,25.0
3237,41.787024526,-87.730332698,24.0
3238,41.95407229,-87.779258879,32.0
3239,41.909636382,-87.745319093,35.0
3240,41.903289781,-87.670876651,22.0
3241,41.886261339,-87.667005567,25.0
3242,41.934034383,-87.649058776,22.0
3243,41.973944301,-87.679342346,31.0
3244,41.76379109,-87.686891066,20.0
3245,41.757052214,-87.651480848,28.0
3246,41.78690669,-87.625500912,31.0
3247,41.87840127,-87.760495484,34.0
3248,41.856888735,-87.620244071,29.0
3249,41.92996348,-87.652545712,26.0
3250,41.875625633,-87.629450396,19.0
3251,41.918353231,-87.637079154,25.0
3252,41.920694772,-87.703248332,25.0
3253,41.947166931,-87.832840471,10.0
3254,41.722367069,-87.643239402,24.0
3255,41.896671452,-87.628594922,20.0
3256,41.875679074,-87.626534373,13.0
3257,41.730976117,-87.664139595,7.0
3258,41.742710224,-87.634088181,7.0
3259,41.894078738,-87.627797026,10.0
3260,41.880443372,-87.624355722,15.0
3261,41.992520076,-87.720168034,23.0
3262,41.880751096,-87.723855981,12.0
3263,41.808981361,-87.606551046,17.0
3264,41.825764931,-87.609531252,30.0
3265,41.959009912,-87.682164298,21.0
3266,41.761084464,-87.619986278,35.0
3267,41.933796108,-87.644548217,27.0
3268,41.950570966,-87.755383262,14.0
3269,41.91070224,-87.631655218,27.0
3270,41.943518802,-87.657466678,23.0
3271,41.883500187,-87.627876698,28.0
3272,41.897895128,-87.624096605,24.0
3273,41.896606394,-87.63321264,20.0
3274,41.994758989,-87.7144777,19.0
3275,41.774679115,-87.694498826,28.0
3276,41.885695638,-87.644613417,37.0
3277,41.742710224,-87.634088181,20.0
3278,41.931582515,-87.742747165,23.0
3279,41.792284321,-87.731709897,18.0
3280,41.933223892,-87.645226923,16.0
3281,41.917656022,-87.688750258,31.0
3282,41.90407778,-87.663848515,11.0
3283,41.765237682,-87.567713858,20.0
3284,41.954394492,-87.661270775,31.0
3285,41.871402549,-87.625927945,41.0
3286,41.880446279,-87.626162366,19.0
3287,41.92046017,-87.67083136,30.0
3288,41.832329279,-87.616983146,23.0
3289,41.882470918,-87.627847625,21.0
3290,41.883210775,-87.629906972,29.0
3291,41.738633189,-87.667995263,23.0
3292,41.677819544,-87.641607035,24.0
3293,41.90971226,-87.73926766,24.0
3294,41.828739699,-87.624489886,27.0
3295,41.953643409,-87.72801475,29.0
3296,41.758174759,-87.549934016,36.0
3297,41.845985032,-87.700183333,28.0
3298,41.68995741,-87.637460623,8.0
3299,41.908234771,-87.678510915,28.0
3300,41.902437713,-87.687011559,27.0
3301,41.915714323,-87.654670179,17.0
3302,41.928422642,-87.70277173,34.0
3303,41.697608965,-87.594862321,16.0
3304,41.910486221,-87.725130907,27.0
3305,41.885617236,-87.650324848,18.0
3306,41.879297705,-87.627706271,29.0
3307,41.814271141,-87.723826361,11.0
3308,41.746140855,-87.652406156,7.0
3309,41.945238279,-87.712670479,7.0
3310,41.881546939,-87.626197968,7.0
3311,41.941936322,-87.706486995,12.0
3312,41.880560303,-87.641730873,9.0
3313,41.906154654,-87.670858055,11.0
3314,41.655178366,-87.605121145,23.0
3315,41.897895128,-87.624096605,25.0
3316,41.799991346,-87.703742679,36.0
3317,41.892085855,-87.6144317,23.0
3318,41.772701185,-87.585060362,37.0
3319,41.656564325,-87.605131148,25.0
3320,41.951595711,-87.776721693,32.0
3321,41.793244454,-87.666998062,28.0
3322,41.765711133,-87.674163292,27.0
3323,41.813332351,-87.634626484,35.0
3324,41.707519433,-87.601839023,19.0
3325,41.771117937,-87.693185122,29.0
3326,41.763438032,-87.57483884,35.0
3327,41.801141301,-87.685012091,25.0
3328,41.922611595,-87.768371587,32.0
3329,41.736259984,-87.628068782,26.0
3330,41.809623853,-87.598408034,24.0
3331,41.968763818,-87.688661831,18.0
3332,41.931549654,-87.641985159,28.0
3333,41.880801792,-87.625515824,34.0
3334,41.969142924,-87.72805557,18.0
3335,41.929025357,-87.75633114,29.0
3336,41.760903806,-87.628062896,20.0
3337,41.96274886,-87.767314871,17.0
3338,41.963070794,-87.655984213,20.0
3339,41.871011224,-87.757796773,25.0
3340,41.758536614,-87.586130225,18.0
3341,41.984698726,-87.823303544,38.0
3342,42.011949635,-87.705071438,20.0
3343,41.741069956,-87.643761026,9.0
3344,41.777348284,-87.640802508,29.0
3345,42.017266986,-87.672657414,28.0
3346,41.76885682,-87.578825643,24.0
3347,41.92600403,-87.663354742,26.0
3348,41.880443372,-87.624355722,20.0
3349,41.749838999,-87.703184879,33.0
3350,41.880913833,-87.68152935,25.0
3351,41.920774406,-87.730868207,28.0
3352,41.83781667,-87.665526727,33.0
3353,41.895003278,-87.62152816,34.0
3354,41.882080827,-87.636771693,28.0
3355,41.887966168,-87.634790696,32.0
3356,41.79247724,-87.775372148,22.0
3357,41.940439183,-87.682051881,21.0
3358,41.945733401,-87.684585802,12.0
3359,41.858718636,-87.735562404,15.0
3360,41.876652229,-87.648554994,18.0
3361,41.876652229,-87.648554994,27.0
3362,41.950197458,-87.648999894,11.0
3363,41.786379419,-87.695240702,12.0
3364,41.915498138,-87.71401319,7.0
3365,41.753362856,-87.645326291,4.0
3366,41.949754147,-87.748527376,1.0
3367,41.93991842,-87.653288878,15.0
3368,41.911151209,-87.63598179,13.0
3369,41.686352489,-87.634933076,23.0
3370,41.795197252,-87.58650401,36.0
3371,41.91072397,-87.660972253,13.0
3372,41.731529031,-87.542930659,8.0
3373,41.887731576,-87.765439838,4.0
3374,41.954399878,-87.719055662,13.0
3375,41.750538141,-87.634278086,25.0
3376,41.945308604,-87.659899553,25.0
3377,41.799213631,-87.782017865,26.0
3378,41.945565993,-87.684583823,23.0
3379,41.763811616,-87.685662933,29.0
3380,41.947671215,-87.666454666,33.0
3381,41.976762981,-87.900983721,20.0
3382,41.972583225,-87.736789928,23.0
3383,41.744181372,-87.550305684,36.0
3384,41.866810739,-87.625817031,22.0
3385,41.911191384,-87.630867327,28.0
3386,41.96106517,-87.786831223,24.0
3387,41.904390232,-87.771801661,19.0
3388,41.9330941,-87.68663232,9.0
3389,41.886735874,-87.652465,9.0
3390,41.937919992,-87.649024588,9.0
3391,41.964088124,-87.67090169,8.0
3392,41.723652048,-87.607703949,10.0
3393,41.882389156,-87.624374606,10.0
3394,41.979446913,-87.836581875,16.0
3395,41.695982095,-87.596653142,33.0
3396,41.921126073,-87.687524816,27.0
3397,41.960518905,-87.685016765,24.0
3398,41.789401554,-87.697341208,13.0
3399,41.938964299,-87.652971899,14.0
3400,41.892753031,-87.624193896,7.0
3401,41.856348375,-87.73255612,29.0
3402,41.948602785,-87.648031778,32.0
3403,41.717932873,-87.599490277,19.0
3404,41.75089655,-87.627813307,11.0
3405,41.854510883,-87.718771744,7.0
3406,41.873591709,-87.69364699,12.0
3407,41.92046017,-87.67083136,5.0
3408,41.812382706,-87.611527045,32.0
3409,41.695908161,-87.595822806,32.0
3410,41.940238161,-87.779720484,19.0
3411,41.909664252,-87.742728815,18.0
3412,41.863162006,-87.64680099,18.0
3413,41.996249952,-87.720264667,22.0
3414,41.696213894,-87.624343217,22.0
3415,41.903726889,-87.64259764,37.0
3416,41.884350397,-87.656985264,31.0
3417,41.742710224,-87.634088181,24.0
3418,41.931762394,-87.775986419,30.0
3419,41.884288322,-87.647904248,26.0
3420,41.967683148,-87.676174203,19.0
3421,41.743445022,-87.60137277,32.0
3422,41.88249622,-87.624380767,29.0
3423,41.688283955,-87.667199948,15.0
3424,41.781992571,-87.683716425,35.0
3425,41.824497868,-87.61009219,15.0
3426,41.879450304,-87.628424314,20.0
3427,41.677875157,-87.636276653,11.0
3428,41.912101287,-87.63743367,20.0
3429,41.747165655,-87.577119174,15.0
3430,41.863684959,-87.70307782,28.0
3431,41.76005141,-87.690458225,19.0
3432,41.767836987,-87.590355138,20.0
3433,41.926882156,-87.650770486,20.0
3434,41.880652933,-87.634367274,21.0
3435,41.897895128,-87.624096605,11.0
3436,41.990615196,-87.683188577,3.0
3437,41.698946235,-87.618421432,10.0
3438,41.738834596,-87.64855917,8.0
3439,41.916466909,-87.700435085,14.0
3440,41.82467357,-87.626413225,15.0
3441,41.933392122,-87.761407597,25.0
3442,41.761017387,-87.556332011,19.0
3443,41.904980866,-87.678643351,22.0
3444,41.736345716,-87.585636406,27.0
3445,41.928645417,-87.642299484,15.0
3446,41.758481071,-87.610914559,26.0
3447,41.958205395,-87.681598943,17.0
3448,41.883500187,-87.627876698,30.0
3449,41.878222138,-87.627288482,20.0
3450,41.844243782,-87.725321944,9.0
3451,41.967778452,-87.683273749,18.0
3452,41.695173729,-87.703982391,28.0
3453,41.886668685,-87.657350093,14.0
3454,41.923869468,-87.707193016,21.0
3455,41.770305315,-87.608153514,29.0
3456,41.91038004,-87.683213531,30.0
3457,41.809347098,-87.618919216,17.0
3458,41.910989563,-87.677476122,39.0
3459,41.854827499,-87.707778793,30.0
3460,42.019399237,-87.675049485,28.0
3461,41.815399239,-87.66514337,40.0
3462,41.867984444,-87.725853347,23.0
3463,41.880913833,-87.68152935,32.0
3464,41.939103737,-87.647810053,33.0
3465,41.878630716,-87.636673298,37.0
3466,41.893261633,-87.628801359,26.0
3467,41.952731382,-87.650553579,32.0
3468,41.894890041,-87.627189408,29.0
3469,41.884498186,-87.625945086,28.0
3470,41.779618399,-87.653767961,5.0
3471,41.877661886,-87.627665516,7.0
3472,41.943561434,-87.739629878,9.0
3473,41.878638996,-87.627691486,18.0
3474,41.907081213,-87.680748928,11.0
3475,41.761273686,-87.560969185,23.0
3476,41.767093374,-87.614087692,28.0
3477,41.786893119,-87.620642601,20.0
3478,41.902877474,-87.701932138,17.0
3479,41.880177133,-87.694987726,19.0
3480,41.806999742,-87.606511089,44.0
3481,41.939297868,-87.71079478,16.0
3482,41.729593087,-87.637362744,13.0
3483,41.930906002,-87.644017035,19.0
3484,41.742710224,-87.634088181,22.0
3485,41.976654337,-87.780953486,13.0
3486,41.881770084,-87.635309866,9.0
3487,41.864137536,-87.655803289,5.0
3488,41.76363555,-87.583607896,7.0
3489,41.8769047,-87.629043466,32.0
3490,41.854115166,-87.695518567,14.0
3491,41.903411736,-87.628667741,16.0
3492,41.906702774,-87.706912608,31.0
3493,41.702128701,-87.681485145,19.0
3494,41.93991842,-87.653288878,21.0
3495,41.890650834,-87.71129307,27.0
3496,41.843281635,-87.695171094,23.0
3497,41.722276006,-87.660273737,18.0
3498,41.962947477,-87.713833332,20.0
3499,41.876108306,-87.684860827,19.0
3500,41.772339576,-87.634847921,24.0
3501,41.880913833,-87.68152935,18.0
3502,41.785930664,-87.723266186,19.0
3503,41.910178162,-87.653101325,17.0
3504,41.780854053,-87.661824708,11.0
3505,41.947401956,-87.707841344,15.0
3506,41.77453011,-87.599717989,15.0
3507,41.800499625,-87.58741434,7.0
3508,41.925642845,-87.705294228,19.0
3509,42.010113642,-87.683361693,38.0
3510,41.889301701,-87.763861394,28.0
3511,41.899234908,-87.753253121,34.0
3512,41.950295695,-87.778008619,25.0
3513,41.830954079,-87.630703226,25.0
3514,41.90271022,-87.721733355,25.0
3515,41.831159354,-87.631511893,24.0
3516,41.772972076,-87.644610871,23.0
3517,41.87827934,-87.71476926,13.0
3518,41.935428755,-87.783400598,27.0
3519,41.942198627,-87.65417621,10.0
3520,41.816528696,-87.623762469,9.0
3521,41.926404101,-87.792881805,11.0
3522,41.688317671,-87.627783544,19.0
3523,41.892507682,-87.626238686,26.0
3524,41.900002308,-87.721340447,22.0
3525,41.881509134,-87.679081305,34.0
3526,41.745850268,-87.550358693,24.0
3527,41.737750767,-87.604855911,11.0
3528,41.935320985,-87.806654934,28.0
3529,41.943552694,-87.688162342,25.0
3530,41.778868505,-87.673896581,16.0
3531,41.955075312,-87.680336744,30.0
3532,41.91072397,-87.660972253,41.0
3533,41.944973964,-87.683740713,24.0
3534,42.015023337,-87.679076204,30.0
3535,41.928320067,-87.642957119,26.0
3536,41.882000784,-87.729249589,17.0
3537,41.896793619,-87.697973753,26.0
3538,41.894709237,-87.640759183,21.0
3539,41.87427725,-87.681354449,25.0
3540,41.709315542,-87.662317032,29.0
3541,41.961150726,-87.779488024,32.0
3542,41.951002602,-87.716507616,40.0
3543,41.958285941,-87.7426367,36.0
3544,41.943365699,-87.640982702,12.0
3545,41.899161538,-87.641405307,9.0
3546,41.903167588,-87.629129602,7.0
3547,41.858093765,-87.713965355,19.0
3548,41.754937343,-87.56386716,23.0
3549,41.836967441,-87.659205456,26.0
3550,41.933126687,-87.797988629,37.0
3551,41.748052547,-87.569310612,30.0
3552,41.892753031,-87.624193896,40.0
3553,41.991333428,-87.695776381,37.0
3554,41.922216667,-87.721815347,17.0
3555,41.932336246,-87.754963567,21.0
3556,41.905900268,-87.663902946,16.0
3557,41.922723131,-87.721071929,26.0
3558,41.702684248,-87.525274478,19.0
3559,41.953256407,-87.760630807,25.0
3560,41.702017228,-87.563220402,26.0
3561,41.929646535,-87.752172863,14.0
3562,41.941573602,-87.665044286,19.0
3563,41.910795591,-87.731241264,28.0
3564,41.984698726,-87.823303544,23.0
3565,41.876607964,-87.627644063,7.0
3566,41.768096835,-87.663878589,32.0
3567,41.795191528,-87.588157998,5.0
3568,41.909664252,-87.742728815,11.0
3569,41.932021017,-87.749071597,12.0
3570,41.768096835,-87.663878589,23.0
3571,41.931288158,-87.765450553,20.0
3572,41.943160153,-87.727948511,22.0
3573,41.82386008,-87.615162409,19.0
3574,41.852675169,-87.716249313,31.0
3575,41.892753031,-87.624193896,15.0
3576,41.77625146,-87.598536201,20.0
3577,41.898492072,-87.685651878,34.0
3578,41.880779076,-87.721377025,23.0
3579,41.881262719,-87.680145072,25.0
3580,41.861008942,-87.705515947,38.0
3581,41.935585242,-87.640427364,29.0
3582,41.8924816,-87.627351831,12.0
3583,41.775107546,-87.687195376,10.0
3584,41.993043969,-87.660360363,32.0
3585,41.896714548,-87.625340136,29.0
3586,41.958205395,-87.681598943,34.0
3587,41.896729066,-87.624579657,22.0
3588,41.929853853,-87.657214054,26.0
3589,41.897895128,-87.624096605,33.0
3590,41.702737032,-87.535974085,11.0
3591,41.890384236,-87.624109917,14.0
3592,41.742710224,-87.634088181,8.0
3593,41.924504352,-87.725243989,9.0
3594,41.931518158,-87.747863421,9.0
3595,41.883172947,-87.67489998,12.0
3596,41.885601067,-87.651298208,10.0
3597,41.764849317,-87.616847223,18.0
3598,41.680950591,-87.539651245,32.0
3599,41.910914175,-87.648578343,35.0
3600,41.894296132,-87.664586092,50.0
3601,41.891404732,-87.628061509,24.0
3602,41.876584216,-87.760423586,29.0
3603,41.908854598,-87.682306901,27.0
3604,41.890455604,-87.6241128,31.0
3605,41.937684196,-87.642642956,13.0
3606,41.937684196,-87.642642956,17.0
3607,41.866286618,-87.715725607,25.0
3608,42.010074892,-87.681367767,23.0
3609,41.937684196,-87.642642956,21.0
3610,41.758066253,-87.563928742,34.0
3611,41.695908161,-87.595822806,19.0
3612,41.895705767,-87.626409097,22.0
3613,41.937684196,-87.642642956,22.0
3614,41.918711651,-87.76551063,36.0
3615,41.763106059,-87.582371488,26.0
3616,41.883500187,-87.627876698,33.0
3617,41.938924589,-87.739801531,36.0
3618,41.997544797,-87.700467444,25.0
3619,41.93859561,-87.649576033,31.0
3620,41.868626557,-87.632387227,19.0
3621,41.736974989,-87.693000355,30.0
3622,41.984915684,-87.806926828,17.0
3623,41.799462673,-87.595975252,5.0
3624,41.883222953,-87.625635993,19.0
3625,41.879069903,-87.627701434,19.0
3626,41.926210026,-87.637092949,26.0
3627,41.818632308,-87.653968297,19.0
3628,41.779073436,-87.615600014,28.0
3629,41.983210852,-87.828152017,48.0
3630,41.867013845,-87.625822134,34.0
3631,41.721918366,-87.585137009,31.0
3632,41.937684196,-87.642642956,38.0
3633,41.749043204,-87.698707174,42.0
3634,41.778626828,-87.671479301,30.0
3635,41.900546929,-87.633632427,41.0
3636,41.87766908,-87.629284766,24.0
3637,41.793911944,-87.735438858,19.0
3638,41.899267461,-87.643046078,27.0
3639,41.749668151,-87.667064112,10.0
3640,41.777558327,-87.615558249,11.0
3641,41.792262351,-87.786037883,30.0
3642,41.866341527,-87.711154301,12.0
3643,41.85775341,-87.668784595,19.0
3644,41.820296296,-87.612696532,21.0
3645,41.795191528,-87.588157998,30.0
3646,41.876607964,-87.627644063,16.0
3647,41.883500187,-87.627876698,9.0
3648,41.805162792,-87.62435004,4.0
3649,41.868067057,-87.63921847,8.0
3650,41.878931004,-87.639585621,9.0
3651,41.910914175,-87.648578343,11.0
3652,41.895774559,-87.621552652,6.0
3653,41.897895128,-87.624096605,13.0
3654,41.779741552,-87.645411033,22.0
3655,41.883500187,-87.627876698,32.0
3656,41.939132128,-87.645674298,13.0
3657,41.87770039,-87.636668714,14.0
3658,41.892318886,-87.719882242,30.0
3659,41.964238903,-87.662369677,14.0
3660,41.811081649,-87.723706204,17.0
3661,41.715907707,-87.656285546,28.0
3662,41.823798151,-87.619756522,27.0
3663,41.941805808,-87.682052676,28.0
3664,41.738691386,-87.696178334,25.0
3665,41.707519433,-87.601839023,8.0
3666,41.881147063,-87.735492951,11.0
3667,41.71902307,-87.620528559,15.0
3668,41.837116677,-87.711437453,28.0
3669,41.893905784,-87.759299171,34.0
3670,41.879079395,-87.624341423,17.0
3671,41.886863814,-87.626851797,25.0
3672,41.914691083,-87.700379148,35.0
3673,41.764310992,-87.626522738,31.0
3674,41.899978053,-87.625884457,29.0
3675,41.786736065,-87.665290751,28.0
3676,41.93141738,-87.755052719,23.0
3677,41.747851897,-87.66337071,33.0
3678,41.949074494,-87.739615484,27.0
3679,41.901576187,-87.73673502,27.0
3680,41.996886211,-87.688635592,29.0
3681,41.819337437,-87.725447543,11.0
3682,41.923672617,-87.786301606,17.0
3683,41.976558845,-87.674424351,15.0
3684,41.985976135,-87.690742926,9.0
3685,41.756140947,-87.576086574,12.0
3686,41.891105393,-87.764006973,10.0
3687,41.923230742,-87.716955235,9.0
3688,41.91007391,-87.653106106,14.0
3689,41.990335459,-87.662706298,15.0
3690,41.757496389,-87.586109306,14.0
3691,41.896951063,-87.665744791,19.0
3692,41.886012928,-87.629505318,17.0
3693,41.959880706,-87.706983986,29.0
3694,41.756720048,-87.66359368,24.0
3695,41.774406282,-87.703736332,20.0
3696,41.954204981,-87.674978168,27.0
3697,41.895588753,-87.634641523,18.0
3698,41.799549558,-87.731920675,17.0
3699,41.914519246,-87.683858576,26.0
3700,41.883131037,-87.677647265,9.0
3701,41.89608709,-87.626834633,15.0
3702,41.893983593,-87.634677382,20.0
3703,41.976851852,-87.654999693,24.0
3704,41.889048509,-87.647724822,25.0
3705,41.878556485,-87.664342629,19.0
3706,41.970965168,-87.797657199,29.0
